"Origin Station Complex Name","Destination Station Complex Name","Origin Station Complex ID","Destination Station Complex ID","Origin Point","Destination Point","avg_estimated_average_ridership"
"Lorimer St (M,J)","Avenue H (Q)","99","48","POINT (-73.947408 40.703869)","POINT (-73.961639 40.62927)","0.281"
"St Lawrence Av (6)","Grand Av-Newtown (M,R)","367","265","POINT (-73.867618 40.831509)","POINT (-73.877223 40.737015)","0.47255"
"Woodlawn (4)","Smith-9 Sts (F,G)","378","238","POINT (-73.878751 40.886037)","POINT (-73.995959 40.67358)","0.32"
"Fort Hamilton Pkwy (D)","Cypress Hills (J)","60","86","POINT (-73.994304 40.640914)","POINT (-73.87255 40.689941)","0.2918"
"Franklin St (1)","Christopher St-Sheridan Sq (1)","326","323","POINT (-74.006886 40.719318)","POINT (-74.002906 40.733422)","6.556625"
"Grand Central-42 St (S,4,5,6,7)","Parkside Av (Q)","610","43","POINT (-73.977359 40.751992)","POINT (-73.961495 40.655292)","1.02184"
"Kingston Av (3)","86 St (R)","344","38","POINT (-73.942161 40.669399)","POINT (-74.028398 40.622687)","0.4042"
"111 St (A)","Sutter Av (L)","194","134","POINT (-73.832163 40.684331)","POINT (-73.901975 40.669367)","0.2918"
"Van Siclen Av (C)","125 St (A,C,B,D)","186","153","POINT (-73.890358 40.67271)","POINT (-73.952343 40.811109)","1.44104"
"2 Av (F)","33 St (6)","232","403","POINT (-73.989938 40.723402)","POINT (-73.982076 40.746081)","3.465875"
"Fort Hamilton Pkwy (N)","125 St (4,5,6)","72","392","POINT (-74.005351 40.631386)","POINT (-73.937594 40.804138)","0.663675"
"Winthrop St (2,5)","Franklin Av (2,3,4,5)/Botanic Garden (S)","355","626","POINT (-73.9502 40.656652)","POINT (-73.958688 40.670513)","7.26766"
"125 St (2,3)","168 St (A,C,1)","439","605","POINT (-73.945495 40.807754)","POINT (-73.939847 40.840638)","1.04556"
"Franklin St (1)","Junction Blvd (7)","326","451","POINT (-74.006886 40.719318)","POINT (-73.869527 40.749145)","0.29975"
"Kings Hwy (F)","3 Av-149 St (2,5)","250","434","POINT (-73.972361 40.603217)","POINT (-73.917757 40.816109)","0.3185"
"167 St (4)","Morrison Av-Soundview (6)","388","368","POINT (-73.9214 40.835537)","POINT (-73.874516 40.829521)","0.41135"
"36 St (M,R)","77 St (6)","272","398","POINT (-73.928781 40.752039)","POINT (-73.959874 40.77362)","1.6042"
"Avenue U (F)","Graham Av (L)","251","122","POINT (-73.973357 40.596063)","POINT (-73.944053 40.714565)","1.2378"
"Cathedral Pkwy (110 St) (C,B)","Hewes St (M,J)","155","100","POINT (-73.958161 40.800603)","POINT (-73.953431 40.70687)","0.57415"
"Jefferson St (L)","Broadway Junction (A,C,J,L,Z)","126","621","POINT (-73.922913 40.706607)","POINT (-73.904356 40.678896)","0.79354"
"Lexington Av/63 St (F,Q)","175 St (A)","223","147","POINT (-73.966113 40.764629)","POINT (-73.939704 40.847391)","0.3042"
"Crown Hts-Utica Av (3,4)","Bushwick Av-Aberdeen St (L)","345","131","POINT (-73.932942 40.668897)","POINT (-73.905249 40.682829)","0.313"
"20 Av (D)","East Broadway (F)","67","234","POINT (-73.998168 40.604556)","POINT (-73.990173 40.713715)","1.848"
"Grant Av (A)","Shepherd Av (C)","189","187","POINT (-73.86505 40.677044)","POINT (-73.88075 40.67413)","0.909025"
"Avenue P (F)","72 St (Q)","249","477","POINT (-73.973022 40.608944)","POINT (-73.958424 40.768799)","1.81432"
"168 St (A,C,1)","7 Av (E,B,D)","605","277","POINT (-73.939847 40.840638)","POINT (-73.981637 40.762862)","3.48366"
"4 Av (F,G)/9 St (R)","111 St (A)","608","194","POINT (-73.989041 40.670559)","POINT (-73.832163 40.684331)","0.29765"
"Nostrand Av (A,C)","Parkchester (6)","179","366","POINT (-73.950426 40.680438)","POINT (-73.860816 40.833226)","0.2937"
"City Hall (R,W)","Bowery (J,Z)","20","103","POINT (-74.006978 40.713282)","POINT (-73.993915 40.72028)","0.2982"
"Nevins St (2,3,4,5)","Allerton Av (2,5)","337","423","POINT (-73.980492 40.688246)","POINT (-73.867352 40.865462)","0.461"
"Canal St (1)","Baychester Av (5)","325","443","POINT (-74.006277 40.722854)","POINT (-73.838591 40.878663)","1.2303"
"Christopher St-Sheridan Sq (1)","72 St (C,B)","323","160","POINT (-74.002906 40.733422)","POINT (-73.97641 40.775594)","0.692075"
"Rockaway Park-Beach 116 St (A,S)","59 St-Columbus Circle (A,B,C,D,1)","203","614","POINT (-73.835592 40.580903)","POINT (-73.981833 40.768272)","1.4885"
"Parkside Av (Q)","110 St (6)","43","394","POINT (-73.961495 40.655292)","POINT (-73.94425 40.79502)","0.59775"
"Norwood-205 St (D)","34 St-Penn Station (A,C,E)","210","164","POINT (-73.878855 40.874811)","POINT (-73.993391 40.752287)","6.0934"
"Cortelyou Rd (Q)","W 4 St-Wash Sq (A,C,E,B,D,F,M)","46","167","POINT (-73.963891 40.640927)","POINT (-74.000495 40.732338)","3.88686"
"104 St (J,Z)","170 St (4)","82","387","POINT (-73.84433 40.695178)","POINT (-73.917791 40.840075)","0.3025"
"Beverly Rd (2,5)","Nostrand Av (A,C)","357","179","POINT (-73.948959 40.645098)","POINT (-73.950426 40.680438)","1.12166666667"
"Fordham Rd (B,D)","Broad St (J,Z)","213","107","POINT (-73.897749 40.861296)","POINT (-74.011056 40.706476)","0.29775"
"Wilson Av (L)","Fort Hamilton Pkwy (F,G)","130","242","POINT (-73.904046 40.688764)","POINT (-73.975776 40.650782)","0.848"
"219 St (2,5)","Marble Hill-225 St (1)","420","296","POINT (-73.862633 40.883895)","POINT (-73.909831 40.874561)","0.312"
"Flatbush Av-Brooklyn College (2,5)","Avenue H (Q)","359","48","POINT (-73.947642 40.632836)","POINT (-73.961639 40.62927)","0.3027"
"Livonia Av (L)","New Lots Av (L)","135","136","POINT (-73.900571 40.664038)","POINT (-73.899232 40.658733)","0.57665"
"145 St (1)","Hunters Point Av (7)","304","463","POINT (-73.95036 40.826551)","POINT (-73.948916 40.742216)","1.7051"
"Middle Village-Metropolitan Av (M)","Dyckman St (A)","108","144","POINT (-73.889601 40.711396)","POINT (-73.927271 40.865491)","0.309"
"Shepherd Av (C)","Wall St (2,3)","187","333","POINT (-73.88075 40.67413)","POINT (-74.0091 40.706821)","1.01823333333"
"Beach 60 St (A)","Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)","205","622","POINT (-73.788522 40.592374)","POINT (-74.003766 40.713154)","0.9131"
"Van Siclen Av (C)","Atlantic Av (L)","186","133","POINT (-73.890358 40.67271)","POINT (-73.903097 40.675345)","0.4189"
"Flushing Av (M,J)","Fulton St (A,C,J,Z,2,3,4,5)","98","628","POINT (-73.941126 40.70026)","POINT (-74.007838 40.710089)","7.61154"
"59 St-Columbus Circle (A,B,C,D,1)","New Utrecht Av (N)/62 St (D)","614","615","POINT (-73.981833 40.768272)","POINT (-73.996624 40.625657)","1.13065"
"South Ferry (1)/Whitehall St (R,W)","121 St (J,Z)","635","80","POINT (-74.013329 40.702578)","POINT (-73.828294 40.700492)","0.3075"
"116 St-Columbia University (1)","155 St (C)","307","150","POINT (-73.96411 40.807722)","POINT (-73.941514 40.830518)","0.2958"
"E 180 St (2,5)","86 St (Q)","426","476","POINT (-73.873488 40.841894)","POINT (-73.951787 40.777891)","0.8049"
"Prospect Av (R)","Bowery (J,Z)","30","103","POINT (-73.992872 40.665414)","POINT (-73.993915 40.72028)","0.2781"
"Beach 60 St (A)","Beach 98 St (A,S)","205","201","POINT (-73.788522 40.592374)","POINT (-73.820558 40.585307)","0.31733333333"
"28 St (6)","Court St (R)/Borough Hall (2,3,4,5)","404","620","POINT (-73.984264 40.74307)","POINT (-73.990642 40.693241)","5.937875"
"28 St (6)","Jamaica-179 St (F)","404","254","POINT (-73.984264 40.74307)","POINT (-73.783817 40.712646)","0.985425"
"Ditmas Av (F)","Seneca Av (M)","244","111","POINT (-73.978172 40.636119)","POINT (-73.90774 40.702762)","0.2743"
"Beach 36 St (A)","34 St-Penn Station (A,C,E)","207","164","POINT (-73.768175 40.595398)","POINT (-73.993391 40.752287)","1.113875"
"Fulton St (G)","Canarsie-Rockaway Pkwy (L)","292","138","POINT (-73.975375 40.687119)","POINT (-73.90185 40.646654)","0.878"
"49 St (N,R,W)","14 St (A,C,E)/8 Av (L)","10","618","POINT (-73.984139 40.759901)","POINT (-74.002134 40.740335)","5.0007"
"Longwood Av (6)","Westchester Sq-E Tremont Av (6)","372","363","POINT (-73.896435 40.816104)","POINT (-73.842952 40.839892)","4.49032"
"68 St-Hunter College (6)","8 Av (N)","399","71","POINT (-73.96387 40.768141)","POINT (-74.011719 40.635064)","1.23903333333"
"Elmhurst Av (M,R)","183 St (4)","266","383","POINT (-73.882017 40.742454)","POINT (-73.903879 40.858407)","0.8606"
"W 4 St-Wash Sq (A,C,E,B,D,F,M)","Middle Village-Metropolitan Av (M)","167","108","POINT (-74.000495 40.732338)","POINT (-73.889601 40.711396)","1.40505"
"88 St (A)","Lexington Av/63 St (F,Q)","191","223","POINT (-73.85147 40.679843)","POINT (-73.966113 40.764629)","0.9499"
"Middletown Rd (6)","96 St (1,2,3)","362","310","POINT (-73.836322 40.843863)","POINT (-73.972323 40.793919)","0.4544"
"Zerega Av (6)","Carroll St (F,G)","364","237","POINT (-73.847036 40.836488)","POINT (-73.995048 40.680303)","0.316"
"Church Av (2,5)","Parkside Av (Q)","356","43","POINT (-73.949575 40.650843)","POINT (-73.961495 40.655292)","0.36918"
"Beach 25 St (A)","28 St (6)","208","404","POINT (-73.761353 40.600066)","POINT (-73.984264 40.74307)","0.55493333333"
"Beach 60 St (A)","Flushing Av (M,J)","205","98","POINT (-73.788522 40.592374)","POINT (-73.941126 40.70026)","0.947625"
"18 Av (F)","Beach 90 St (A,S)","245","200","POINT (-73.976971 40.629755)","POINT (-73.813641 40.588034)","0.2988"
"Fort Hamilton Pkwy (N)","46 St-Bliss St (7)","72","458","POINT (-74.005351 40.631386)","POINT (-73.918435 40.743132)","0.30626666667"
"57 St (F)","Forest Hills-71 Av (E,F,M,R)","224","261","POINT (-73.97745 40.763972)","POINT (-73.844521 40.721691)","3.56968"
"161 St-Yankee Stadium (B,D,4)","181 St (A)","604","146","POINT (-73.925741 40.82795)","POINT (-73.937969 40.851695)","1.7981"
"Rockaway Blvd (A)","Pelham Bay Park (6)","192","360","POINT (-73.843853 40.680429)","POINT (-73.828121 40.852462)","0.29825"
"Central Park North (110 St) (2,3)","Euclid Av (A,C)","441","188","POINT (-73.951822 40.799075)","POINT (-73.872106 40.675377)","0.7455"
"Westchester Sq-E Tremont Av (6)","59 St-Columbus Circle (A,B,C,D,1)","363","614","POINT (-73.842952 40.839892)","POINT (-73.981833 40.768272)","0.74812"
"57 St (F)","Crown Hts-Utica Av (3,4)","224","345","POINT (-73.97745 40.763972)","POINT (-73.932942 40.668897)","0.3103"
"Astoria-Ditmars Blvd (N,W)","East Broadway (F)","1","234","POINT (-73.912034 40.775036)","POINT (-73.990173 40.713715)","1.6701"
"Grand Army Plaza (2,3)","Queens Plaza (E,M,R)","340","273","POINT (-73.971046 40.675235)","POINT (-73.937243 40.748973)","0.2792"
"61 St-Woodside (7)","116 St-Columbia University (1)","456","307","POINT (-73.902984 40.74563)","POINT (-73.96411 40.807722)","4.00204"
"80 St (A)","Woodhaven Blvd (M,R)","190","264","POINT (-73.858992 40.679371)","POINT (-73.869229 40.733106)","1.1763"
"3 Av (L)","191 St (1)","118","300","POINT (-73.986122 40.732849)","POINT (-73.929412 40.855225)","0.3011"
"47-50 Sts-Rockefeller Ctr (B,D,F,M)","Central Park North (110 St) (2,3)","225","441","POINT (-73.981329 40.758663)","POINT (-73.951822 40.799075)","0.8058"
"33 St-Rawson St (7)","Dyckman St (1)","460","299","POINT (-73.930997 40.744587)","POINT (-73.925536 40.860531)","0.56825"
"Fulton St (G)","Flushing Av (G)","292","287","POINT (-73.975375 40.687119)","POINT (-73.950234 40.700377)","16.1617"
"Forest Av (M)","Franklin St (1)","110","326","POINT (-73.903077 40.704423)","POINT (-74.006886 40.719318)","1.1695"
"Montrose Av (L)","5 Av/59 St (N,R,W)","124","8","POINT (-73.93985 40.707739)","POINT (-73.973347 40.764811)","1.0247"
"Bergen St (F,G)","Crown Hts-Utica Av (3,4)","236","345","POINT (-73.990862 40.686145)","POINT (-73.932942 40.668897)","0.29615"
"Jay St-MetroTech (A,C,F,R)","81 St-Museum of Natural History (C,B)","636","159","POINT (-73.986642 40.692259)","POINT (-73.972143 40.781433)","2.05214"
"18 Av (D)","Utica Av (A,C)","66","181","POINT (-74.001736 40.607954)","POINT (-73.930729 40.679364)","1.3305"
"155 St (C)","Hoyt-Schermerhorn Sts (A,C,G)","150","175","POINT (-73.941514 40.830518)","POINT (-73.985001 40.688484)","0.3051"
"Nereid Av (2,5)","Prospect Av (2,5)","417","432","POINT (-73.854376 40.898379)","POINT (-73.90177 40.819585)","3.13254"
"Ditmas Av (F)","Rockaway Av (C)","244","183","POINT (-73.978172 40.636119)","POINT (-73.911946 40.67834)","0.5815"
"96 St (C,B)","Wall St (4,5)","157","413","POINT (-73.964696 40.791642)","POINT (-74.011862 40.707557)","0.360825"
"3 Av-138 St (6)","Kew Gardens-Union Tpke (E,F)","377","259","POINT (-73.926138 40.810476)","POINT (-73.831008 40.714441)","0.82032"
"Van Cortlandt Park-242 St (1)","116 St-Columbia University (1)","293","307","POINT (-73.898583 40.889248)","POINT (-73.96411 40.807722)","7.01832"
"116 St (6)","Newkirk Plaza (B,Q)","393","47","POINT (-73.941617 40.798629)","POINT (-73.962793 40.635082)","0.3145"
"Burke Av (2,5)","Kings Hwy (N)","422","77","POINT (-73.867164 40.871356)","POINT (-73.980353 40.603923)","0.3167"
"Longwood Av (6)","53 St (R)","372","34","POINT (-73.896435 40.816104)","POINT (-74.014034 40.645069)","0.5895"
"Crown Hts-Utica Av (3,4)","18 Av (F)","345","245","POINT (-73.932942 40.668897)","POINT (-73.976971 40.629755)","1.3584"
"77 St (6)","110 St (6)","398","394","POINT (-73.959874 40.77362)","POINT (-73.94425 40.79502)","3.50434"
"Church Av (2,5)","Jamaica-Van Wyck (E)","356","280","POINT (-73.949575 40.650843)","POINT (-73.816859 40.702566)","0.3002"
"Clinton-Washington Avs (G)","Prince St (R,W)","291","17","POINT (-73.966839 40.688089)","POINT (-73.997702 40.724329)","0.27803333333"
"111 St (A)","Houston St (1)","194","324","POINT (-73.832163 40.684331)","POINT (-74.005367 40.728251)","1.4513"
"Simpson St (2,5)","3 Av-149 St (2,5)","430","434","POINT (-73.893064 40.824073)","POINT (-73.917757 40.816109)","21.05616"
"Myrtle Av (M,J,Z)","Bronx Park East (2,5)","97","425","POINT (-73.935657 40.697207)","POINT (-73.868457 40.848828)","0.308"
"71 St (D)","25 St (R)","64","31","POINT (-73.998864 40.619589)","POINT (-73.998091 40.660397)","0.45598"
"Broadway (N,W)","86 St (1)","4","311","POINT (-73.925508 40.76182)","POINT (-73.976218 40.788644)","2.19854"
"Clark St (2,3)","Fulton St (G)","334","292","POINT (-73.993086 40.697466)","POINT (-73.975375 40.687119)","0.3054"
"Euclid Av (A,C)","Fort Hamilton Pkwy (D)","188","60","POINT (-73.872106 40.675377)","POINT (-73.994304 40.640914)","0.62033333333"
"125 St (4,5,6)","111 St (7)","392","449","POINT (-73.937594 40.804138)","POINT (-73.855334 40.75173)","0.4926"
"80 St (A)","111 St (A)","190","194","POINT (-73.858992 40.679371)","POINT (-73.832163 40.684331)","1.1413"
"155 St (B,D)","3 Av (L)","220","118","POINT (-73.938209 40.830135)","POINT (-73.986122 40.732849)","1.2257"
"Sutter Av-Rutland Rd (3)","18 Av (N)","346","74","POINT (-73.92261 40.664717)","POINT (-73.990414 40.620671)","0.4874"
"Fulton St (G)","Smith-9 Sts (F,G)","292","238","POINT (-73.975375 40.687119)","POINT (-73.995959 40.67358)","4.98328"
"169 St (F)","23 St (F,M)","255","228","POINT (-73.793604 40.71047)","POINT (-73.992821 40.742878)","11.7441"
"82 St-Jackson Hts (7)","111 St (J)","453","81","POINT (-73.883697 40.747659)","POINT (-73.836345 40.697418)","0.39573333333"
"Steinway St (M,R)","18 St (1)","271","321","POINT (-73.92074 40.756879)","POINT (-73.997871 40.74104)","0.28196666667"
"176 St (4)","WTC Cortlandt (1)","385","328","POINT (-73.911794 40.84848)","POINT (-74.012188 40.711835)","0.6713"
"104 St (J,Z)","Van Siclen Av (J,Z)","82","90","POINT (-73.84433 40.695178)","POINT (-73.891688 40.678024)","0.30975"
"Broadway Junction (A,C,J,L,Z)","Astoria-Ditmars Blvd (N,W)","621","1","POINT (-73.904356 40.678896)","POINT (-73.912034 40.775036)","0.332"
"Briarwood (E,F)","7 Av (F,G)","258","240","POINT (-73.820574 40.709179)","POINT (-73.980305 40.666271)","1.14523333333"
"Flatbush Av-Brooklyn College (2,5)","Nevins St (2,3,4,5)","359","337","POINT (-73.947642 40.632836)","POINT (-73.980492 40.688246)","29.51512"
"Fort Hamilton Pkwy (N)","Jay St-MetroTech (A,C,F,R)","72","636","POINT (-74.005351 40.631386)","POINT (-73.986642 40.692259)","13.19786"
"St Lawrence Av (6)","Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)","367","279","POINT (-73.867618 40.831509)","POINT (-73.807969 40.700486)","0.997"
"20 Av (D)","86 St (4,5,6)","67","397","POINT (-73.998168 40.604556)","POINT (-73.955589 40.779492)","1.55054"
"Mt Eden Av (4)","34 St-Hudson Yards (7)","386","471","POINT (-73.914685 40.844434)","POINT (-74.00191 40.755882)","1.7789"
"34 St-Penn Station (A,C,E)","Crown Hts-Utica Av (3,4)","164","345","POINT (-73.993391 40.752287)","POINT (-73.932942 40.668897)","2.14784"
"72 St (1,2,3)","Delancey St (F)/Essex St (J,M,Z)","313","625","POINT (-73.98197 40.778453)","POINT (-73.987776 40.718463)","1.40648"
"Lexington Av-53 St (E,M)/51 St (6)","Bedford Av (L)","612","120","POINT (-73.970487 40.75733)","POINT (-73.956872 40.717304)","5.29656"
"110 St (6)","Parkchester (6)","394","366","POINT (-73.94425 40.79502)","POINT (-73.860816 40.833226)","2.95362"
"Seneca Av (M)","Sutter Av (L)","111","134","POINT (-73.90774 40.702762)","POINT (-73.901975 40.669367)","0.2955"
"Grand Central-42 St (S,4,5,6,7)","Sutter Av-Rutland Rd (3)","610","346","POINT (-73.977359 40.751992)","POINT (-73.92261 40.664717)","1.44164"
"Central Park North (110 St) (2,3)","36 Av (N,W)","441","5","POINT (-73.951822 40.799075)","POINT (-73.929575 40.756804)","1.1502"
"23 St (C,E)","50 St (1)","165","316","POINT (-73.998041 40.745906)","POINT (-73.983849 40.761728)","7.2747"
"Avenue N (F)","72 St (1,2,3)","248","313","POINT (-73.974197 40.61514)","POINT (-73.98197 40.778453)","1.173575"
"Clinton-Washington Avs (C)","Tremont Av (B,D)","177","215","POINT (-73.965838 40.683263)","POINT (-73.905227 40.85041)","0.5397"
"161 St-Yankee Stadium (B,D,4)","8 St-NYU (R,W)","604","16","POINT (-73.925741 40.82795)","POINT (-73.992629 40.730328)","0.914"
"Clark St (2,3)","8 Av (N)","334","71","POINT (-73.993086 40.697466)","POINT (-74.011719 40.635064)","1.0481"
"116 St (6)","Bay Pkwy (D)","393","68","POINT (-73.941617 40.798629)","POINT (-73.993728 40.601875)","0.31515"
"8 Av (N)","75 Av (E,F)","71","260","POINT (-74.011719 40.635064)","POINT (-73.837324 40.718331)","0.3392"
"Whitlock Av (6)","Cathedral Pkwy (110 St) (1)","370","308","POINT (-73.886283 40.826525)","POINT (-73.966847 40.803967)","0.3343"
"Kings Hwy (F)","75 St-Elderts Ln (J,Z)","250","85","POINT (-73.972361 40.603217)","POINT (-73.867139 40.691324)","0.3153"
"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)","Avenue U (N)","611","78","POINT (-73.987581 40.755746)","POINT (-73.979137 40.597473)","0.8783"
"Kingsbridge Rd (B,D)","Avenue X (F)","212","252","POINT (-73.893509 40.866978)","POINT (-73.97425 40.58962)","0.44235"
"Sutter Av-Rutland Rd (3)","Burnside Av (4)","346","384","POINT (-73.92261 40.664717)","POINT (-73.907684 40.853453)","1.19135"
"111 St (J)","Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)","81","611","POINT (-73.836345 40.697418)","POINT (-73.987581 40.755746)","2.847275"
"Bedford Av (L)","Wall St (2,3)","120","333","POINT (-73.956872 40.717304)","POINT (-74.0091 40.706821)","2.402425"
"Middletown Rd (6)","23 St (6)","362","405","POINT (-73.836322 40.843863)","POINT (-73.986599 40.739864)","3.1404"
"Pelham Pkwy (5)","8 St-NYU (R,W)","445","16","POINT (-73.855359 40.858985)","POINT (-73.992629 40.730328)","0.45835"
"WTC Cortlandt (1)","39 Av-Dutch Kills (N,W)","328","6","POINT (-74.012188 40.711835)","POINT (-73.932755 40.752882)","0.6267"
"49 St (N,R,W)","23 St (1)","10","320","POINT (-73.984139 40.759901)","POINT (-73.995657 40.744081)","1.4046"
"63 Dr-Rego Park (M,R)","Bushwick Av-Aberdeen St (L)","263","131","POINT (-73.861604 40.729846)","POINT (-73.905249 40.682829)","0.288"
"Broadway (N,W)","67 Av (M,R)","4","262","POINT (-73.925508 40.76182)","POINT (-73.852719 40.726523)","0.291"
"South Ferry (1)/Whitehall St (R,W)","DeKalb Av (L)","635","127","POINT (-74.013329 40.702578)","POINT (-73.918425 40.703811)","0.602"
"Van Cortlandt Park-242 St (1)","Church Av (B,Q)","293","44","POINT (-73.898583 40.889248)","POINT (-73.962982 40.650527)","0.5958"
"182-183 Sts (B,D)","Elder Av (6)","214","369","POINT (-73.900741 40.856093)","POINT (-73.879159 40.828584)","0.5967"
"Crescent St (J,Z)","96 St (6)","87","396","POINT (-73.873785 40.683194)","POINT (-73.95107 40.785672)","1.00533333333"
"Beach 44 St (A)","111 St (J)","206","81","POINT (-73.776013 40.592943)","POINT (-73.836345 40.697418)","0.486"
"149 St-Grand Concourse (2,4,5)","Middletown Rd (6)","603","362","POINT (-73.927034 40.818393)","POINT (-73.836322 40.843863)","0.30753333333"
"Jefferson St (L)","Grand Av-Newtown (M,R)","126","265","POINT (-73.922913 40.706607)","POINT (-73.877223 40.737015)","0.68296666667"
"34 St-Hudson Yards (7)","Neck Rd (Q)","471","53","POINT (-74.00191 40.755882)","POINT (-73.955161 40.595246)","0.3158"
"55 St (D)","Prospect Park (B,Q,S)","62","42","POINT (-73.995476 40.631435)","POINT (-73.962246 40.661614)","0.9775"
"Jamaica Center-Parsons/Archer (E,J,Z)","Avenue X (F)","278","252","POINT (-73.801109 40.702147)","POINT (-73.97425 40.58962)","0.6238"
"170 St (4)","Fresh Pond Rd (M)","387","109","POINT (-73.917791 40.840075)","POINT (-73.895877 40.706186)","0.295"
"176 St (4)","77 St (6)","385","398","POINT (-73.911794 40.84848)","POINT (-73.959874 40.77362)","3.4218"
"Woodhaven Blvd (M,R)","Nevins St (2,3,4,5)","264","337","POINT (-73.869229 40.733106)","POINT (-73.980492 40.688246)","0.44825"
"23 St (F,M)","77 St (6)","228","398","POINT (-73.992821 40.742878)","POINT (-73.959874 40.77362)","1.624675"
"Fort Hamilton Pkwy (F,G)","4 Av (F,G)/9 St (R)","242","608","POINT (-73.975776 40.650782)","POINT (-73.989041 40.670559)","10.03398"
"96 St (6)","Van Cortlandt Park-242 St (1)","396","293","POINT (-73.95107 40.785672)","POINT (-73.898583 40.889248)","0.2925"
"Sutphin Blvd-Archer Av-JFK Airport (E,J,Z)","Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)","279","624","POINT (-73.807969 40.700486)","POINT (-74.009552 40.712603)","26.64376"
"Prospect Park (B,Q,S)","86 St (R)","42","38","POINT (-73.962246 40.661614)","POINT (-74.028398 40.622687)","1.00214"
"Bedford Park Blvd (B,D)","Avenue X (F)","211","252","POINT (-73.887138 40.873244)","POINT (-73.97425 40.58962)","0.30935"
"Parkchester (6)","Pelham Bay Park (6)","366","360","POINT (-73.860816 40.833226)","POINT (-73.828121 40.852462)","14.16444"
"Pennsylvania Av (3)","125 St (4,5,6)","350","392","POINT (-73.894895 40.664635)","POINT (-73.937594 40.804138)","0.848875"
"Avenue H (Q)","161 St-Yankee Stadium (B,D,4)","48","604","POINT (-73.961639 40.62927)","POINT (-73.925741 40.82795)","0.7111"
"Canarsie-Rockaway Pkwy (L)","66 St-Lincoln Center (1)","138","314","POINT (-73.90185 40.646654)","POINT (-73.982209 40.77344)","2.86754"
"181 St (A)","Lexington Av-53 St (E,M)/51 St (6)","146","612","POINT (-73.937969 40.851695)","POINT (-73.970487 40.75733)","10.91664"
"Hoyt-Schermerhorn Sts (A,C,G)","86 St (4,5,6)","175","397","POINT (-73.985001 40.688484)","POINT (-73.955589 40.779492)","1.373175"
"Avenue U (F)","5 Av/53 St (E,M)","251","276","POINT (-73.973357 40.596063)","POINT (-73.975224 40.760167)","0.3243"
"18 Av (N)","5 Av/53 St (E,M)","74","276","POINT (-73.990414 40.620671)","POINT (-73.975224 40.760167)","0.3935"
"Prince St (R,W)","Astor Pl (6)","17","407","POINT (-73.997702 40.724329)","POINT (-73.99107 40.730054)","0.57923333333"
"175 St (A)","125 St (4,5,6)","147","392","POINT (-73.939704 40.847391)","POINT (-73.937594 40.804138)","1.9608"
"Parsons Blvd (F)","Beverly Rd (2,5)","256","357","POINT (-73.803326 40.707564)","POINT (-73.948959 40.645098)","0.3005"
"21 St-Queensbridge (F)","103 St-Corona Plaza (7)","221","450","POINT (-73.942836 40.754203)","POINT (-73.8627 40.749865)","2.03798"
"Grand Central-42 St (S,4,5,6,7)","75 Av (E,F)","610","260","POINT (-73.977359 40.751992)","POINT (-73.837324 40.718331)","0.8705"
"Myrtle-Wyckoff Avs (L,M)","Myrtle Av (M,J,Z)","630","97","POINT (-73.911986 40.699622)","POINT (-73.935657 40.697207)","7.79676"
"Kingsbridge Rd (4)","Bryant Pk (B,D,F,M)/5 Av (7)","381","609","POINT (-73.897174 40.86776)","POINT (-73.983266 40.754022)","2.1626"
"155 St (C)","125 St (4,5,6)","150","392","POINT (-73.941514 40.830518)","POINT (-73.937594 40.804138)","0.84815"
"Euclid Av (A,C)","Kings Hwy (N)","188","77","POINT (-73.872106 40.675377)","POINT (-73.980353 40.603923)","0.76525"
"28 St (6)","77 St (R)","404","37","POINT (-73.984264 40.74307)","POINT (-74.02551 40.629742)","0.3021"
"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)","63 Dr-Rego Park (M,R)","622","263","POINT (-74.003766 40.713154)","POINT (-73.861604 40.729846)","0.6795"
"Bay Ridge-95 St (R)","Lorimer St (M,J)","39","99","POINT (-74.030876 40.616622)","POINT (-73.947408 40.703869)","0.30616666667"
"86 St (Q)","Fresh Pond Rd (M)","476","109","POINT (-73.951787 40.777891)","POINT (-73.895877 40.706186)","0.278"
"Junction Blvd (7)","Rector St (1)","451","329","POINT (-73.869527 40.749145)","POINT (-74.013783 40.707513)","2.15023333333"
"14 St-Union Sq (L,N,Q,R,W,4,5,6)","23 St (F,M)","602","228","POINT (-73.990416 40.735066)","POINT (-73.992821 40.742878)","5.58304"
"Shepherd Av (C)","Avenue U (Q)","187","52","POINT (-73.88075 40.67413)","POINT (-73.955929 40.5993)","0.4581"
"Bay Ridge-95 St (R)","Vernon Blvd-Jackson Av (7)","39","464","POINT (-74.030876 40.616622)","POINT (-73.953581 40.742626)","0.3117"
"207 St (1)","170 St (4)","298","387","POINT (-73.918822 40.864621)","POINT (-73.917791 40.840075)","0.51226666667"
