"Origin Station Complex Name","Destination Station Complex Name","Origin Station Complex ID","Destination Station Complex ID","Origin Point","Destination Point","avg_estimated_average_ridership"
"33 St (6)","Forest Hills-71 Av (E,F,M,R)","403","261","POINT (-73.982076 40.746081)","POINT (-73.844521 40.721691)","2.209875"
"Mt Eden Av (4)","Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)","386","619","POINT (-73.914685 40.844434)","POINT (-73.995432 40.725606)","1.723375"
"90 St-Elmhurst Av (7)","WTC Cortlandt (1)","452","328","POINT (-73.876613 40.748408)","POINT (-74.012188 40.711835)","1.83082"
"Crown Hts-Utica Av (3,4)","Jackson Av (2,5)","345","433","POINT (-73.932942 40.668897)","POINT (-73.907807 40.81649)","0.700625"
"85 St-Forest Pkwy (J)","Dyckman St (1)","84","299","POINT (-73.86001 40.692435)","POINT (-73.925536 40.860531)","0.2937"
"36 Av (N,W)","161 St-Yankee Stadium (B,D,4)","5","604","POINT (-73.929575 40.756804)","POINT (-73.925741 40.82795)","1.54096666667"
"Forest Av (M)","Van Siclen Av (3)","110","351","POINT (-73.903077 40.704423)","POINT (-73.889395 40.665449)","0.284"
"Graham Av (L)","Halsey St (J)","122","94","POINT (-73.944053 40.714565)","POINT (-73.916559 40.68637)","0.589"
"Jay St-MetroTech (A,C,F,R)","Wall St (2,3)","636","333","POINT (-73.986642 40.692259)","POINT (-74.0091 40.706821)","2.72238"
"81 St-Museum of Natural History (C,B)","161 St-Yankee Stadium (B,D,4)","159","604","POINT (-73.972143 40.781433)","POINT (-73.925741 40.82795)","2.93166"
"Fort Hamilton Pkwy (F,G)","Bowery (J,Z)","242","103","POINT (-73.975776 40.650782)","POINT (-73.993915 40.72028)","0.43565"
"E 180 St (2,5)","Grand Central-42 St (S,4,5,6,7)","426","610","POINT (-73.873488 40.841894)","POINT (-73.977359 40.751992)","24.79834"
"103 St (C,B)","167 St (4)","156","388","POINT (-73.961454 40.796092)","POINT (-73.9214 40.835537)","0.4855"
"Bay Pkwy (D)","7 Av (F,G)","68","240","POINT (-73.993728 40.601875)","POINT (-73.980305 40.666271)","0.842775"
"Morris Park (5)","34 St-Penn Station (A,C,E)","446","164","POINT (-73.860495 40.854364)","POINT (-73.993391 40.752287)","0.75465"
"59 St-Columbus Circle (A,B,C,D,1)","Mosholu Pkwy (4)","614","379","POINT (-73.981833 40.768272)","POINT (-73.884655 40.87975)","1.134425"
"Rockaway Av (3)","DeKalb Av (B,Q,R)","348","26","POINT (-73.908946 40.662549)","POINT (-73.981824 40.690635)","1.203175"
"Sutter Av (L)","Smith-9 Sts (F,G)","134","238","POINT (-73.901975 40.669367)","POINT (-73.995959 40.67358)","0.93075"
"111 St (J)","Queens Plaza (E,M,R)","81","273","POINT (-73.836345 40.697418)","POINT (-73.937243 40.748973)","2.1799"
"34 St-Hudson Yards (7)","Norwood-205 St (D)","471","210","POINT (-74.00191 40.755882)","POINT (-73.878855 40.874811)","0.617"
"Broadway (G)","Bay 50 St (D)","286","70","POINT (-73.950308 40.706092)","POINT (-73.983765 40.588841)","0.2878"
"Nostrand Av (3)","Bay Ridge-95 St (R)","343","39","POINT (-73.950466 40.669847)","POINT (-74.030876 40.616622)","0.314"
"Longwood Av (6)","Queensboro Plaza (7,N,W)","372","461","POINT (-73.896435 40.816104)","POINT (-73.940202 40.750582)","1.1809"
"Clinton-Washington Avs (C)","Myrtle-Wyckoff Avs (L,M)","177","630","POINT (-73.965838 40.683263)","POINT (-73.911986 40.699622)","0.779225"
"Church Av (F,G)","Saratoga Av (3)","243","347","POINT (-73.979678 40.644041)","POINT (-73.916327 40.661453)","0.3007"
"Winthrop St (2,5)","President St-Medgar Evers College (2,5)","355","353","POINT (-73.9502 40.656652)","POINT (-73.950683 40.667883)","4.3323"
"57 St (F)","New Lots Av (L)","224","136","POINT (-73.97745 40.763972)","POINT (-73.899232 40.658733)","0.45115"
"Flushing-Main St (7)","18 Av (N)","447","74","POINT (-73.83003 40.7596)","POINT (-73.990414 40.620671)","0.77056"
"Simpson St (2,5)","Lexington Av/63 St (F,Q)","430","223","POINT (-73.893064 40.824073)","POINT (-73.966113 40.764629)","0.291"
"Franklin Av (2,3,4,5)/Botanic Garden (S)","Christopher St-Sheridan Sq (1)","626","323","POINT (-73.958688 40.670513)","POINT (-74.002906 40.733422)","1.85862"
"Burnside Av (4)","Franklin Av (C,S)","384","627","POINT (-73.907684 40.853453)","POINT (-73.956337 40.680988)","0.3275"
"138 St-Grand Concourse (4,5)","207 St (1)","391","298","POINT (-73.929849 40.813224)","POINT (-73.918822 40.864621)","0.73066666667"
"Prospect Av (2,5)","Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)","432","624","POINT (-73.90177 40.819585)","POINT (-74.009552 40.712603)","2.34946"
"3 Av (L)","Montrose Av (L)","118","124","POINT (-73.986122 40.732849)","POINT (-73.93985 40.707739)","1.8991"
"Myrtle Av (M,J,Z)","Rockaway Park-Beach 116 St (A,S)","97","203","POINT (-73.935657 40.697207)","POINT (-73.835592 40.580903)","0.3038"
"Bronx Park East (2,5)","215 St (1)","425","297","POINT (-73.868457 40.848828)","POINT (-73.915279 40.869444)","0.2943"
"Avenue U (F)","Church Av (B,Q)","251","44","POINT (-73.973357 40.596063)","POINT (-73.962982 40.650527)","0.61686"
"Marble Hill-225 St (1)","79 St (1)","296","312","POINT (-73.909831 40.874561)","POINT (-73.979917 40.783934)","4.13444"
"Bay Pkwy (D)","Forest Hills-71 Av (E,F,M,R)","68","261","POINT (-73.993728 40.601875)","POINT (-73.844521 40.721691)","0.5252"
"Broadway (G)","40 St-Lowery St (7)","286","459","POINT (-73.950308 40.706092)","POINT (-73.924016 40.743781)","0.95795"
"Halsey St (J)","3 Av-138 St (6)","94","377","POINT (-73.916559 40.68637)","POINT (-73.926138 40.810476)","0.31"
"59 St (N,R)","125 St (A,C,B,D)","35","153","POINT (-74.017881 40.641362)","POINT (-73.952343 40.811109)","1.63746"
"238 St (1)","7 Av (F,G)","294","240","POINT (-73.90087 40.884667)","POINT (-73.980305 40.666271)","0.7346"
"Flushing-Main St (7)","Broadway (N,W)","447","4","POINT (-73.83003 40.7596)","POINT (-73.925508 40.76182)","10.57464"
"Lexington Av-53 St (E,M)/51 St (6)","Gun Hill Rd (2,5)","612","421","POINT (-73.970487 40.75733)","POINT (-73.866256 40.87785)","0.326"
"Sheepshead Bay (B,Q)","City Hall (R,W)","54","20","POINT (-73.954155 40.586896)","POINT (-74.006978 40.713282)","5.6248"
"116 St-Columbia University (1)","Inwood-207 St (A)","307","143","POINT (-73.96411 40.807722)","POINT (-73.919899 40.868072)","0.60505"
"59 St (N,R)","34 St-Penn Station (A,C,E)","35","164","POINT (-74.017881 40.641362)","POINT (-73.993391 40.752287)","1.83276"
"Junction Blvd (7)","Roosevelt Island (F)","451","222","POINT (-73.869527 40.749145)","POINT (-73.95326 40.759145)","1.90318"
"New Lots Av (3)","Rockaway Av (C)","352","183","POINT (-73.884079 40.666235)","POINT (-73.911946 40.67834)","1.2578"
"East 105 St (L)","7 Av (F,G)","137","240","POINT (-73.899485 40.650573)","POINT (-73.980305 40.666271)","1.8083"
"Buhre Av (6)","Pelham Bay Park (6)","361","360","POINT (-73.832569 40.84681)","POINT (-73.828121 40.852462)","4.75076"
"Gun Hill Rd (2,5)","Parsons Blvd (F)","421","256","POINT (-73.866256 40.87785)","POINT (-73.803326 40.707564)","0.3215"
"Winthrop St (2,5)","Euclid Av (A,C)","355","188","POINT (-73.9502 40.656652)","POINT (-73.872106 40.675377)","0.36495"
"90 St-Elmhurst Av (7)","Nassau Av (G)","452","284","POINT (-73.876613 40.748408)","POINT (-73.951277 40.724635)","3.74058"
"Prospect Av (2,5)","96 St (Q)","432","475","POINT (-73.90177 40.819585)","POINT (-73.947152 40.784318)","0.6143"
"Canarsie-Rockaway Pkwy (L)","28 St (1)","138","319","POINT (-73.90185 40.646654)","POINT (-73.993365 40.747215)","1.94764"
"Burnside Av (4)","5 Av/53 St (E,M)","384","276","POINT (-73.907684 40.853453)","POINT (-73.975224 40.760167)","0.600125"
"181 St (1)","86 St (1)","301","311","POINT (-73.933596 40.849505)","POINT (-73.976218 40.788644)","23.5647"
"103 St (1)","3 Av-149 St (2,5)","309","434","POINT (-73.968379 40.799446)","POINT (-73.917757 40.816109)","1.32224"
"Morrison Av-Soundview (6)","Flushing Av (G)","368","287","POINT (-73.874516 40.829521)","POINT (-73.950234 40.700377)","0.305"
"Jefferson St (L)","Park Pl (S)","126","141","POINT (-73.922913 40.706607)","POINT (-73.957624 40.674772)","0.2952"
"Parkside Av (Q)","7 Av (B,Q)","43","41","POINT (-73.961495 40.655292)","POINT (-73.972367 40.67705)","8.43044"
"96 St (6)","Jamaica-Van Wyck (E)","396","280","POINT (-73.95107 40.785672)","POINT (-73.816859 40.702566)","0.61935"
"125 St (4,5,6)","Court St (R)/Borough Hall (2,3,4,5)","392","620","POINT (-73.937594 40.804138)","POINT (-73.990642 40.693241)","9.17994"
"149 St-Grand Concourse (2,4,5)","DeKalb Av (B,Q,R)","603","26","POINT (-73.927034 40.818393)","POINT (-73.981824 40.690635)","0.543475"
"Delancey St (F)/Essex St (J,M,Z)","Woodhaven Blvd (M,R)","625","264","POINT (-73.987776 40.718463)","POINT (-73.869229 40.733106)","3.00405"
"79 St (1)","174 St (2,5)","312","428","POINT (-73.979917 40.783934)","POINT (-73.887734 40.837288)","0.2977"
"65 St (M,R)","Queens Plaza (E,M,R)","268","273","POINT (-73.898453 40.749669)","POINT (-73.937243 40.748973)","4.65822"
"72 St (1,2,3)","Middletown Rd (6)","313","362","POINT (-73.98197 40.778453)","POINT (-73.836322 40.843863)","0.45025"
"110 St (6)","Flushing Av (M,J)","394","98","POINT (-73.94425 40.79502)","POINT (-73.941126 40.70026)","0.92215"
"86 St (R)","125 St (1)","38","306","POINT (-74.028398 40.622687)","POINT (-73.958372 40.815581)","0.3136"
"5 Av/59 St (N,R,W)","88 St (A)","8","191","POINT (-73.973347 40.764811)","POINT (-73.85147 40.679843)","0.2882"
"167 St (B,D)","Pennsylvania Av (3)","218","350","POINT (-73.91844 40.833771)","POINT (-73.894895 40.664635)","0.3285"
"Franklin Av (C,S)","Inwood-207 St (A)","627","143","POINT (-73.956337 40.680988)","POINT (-73.919899 40.868072)","0.281"
"86 St (C,B)","Jamaica-179 St (F)","158","254","POINT (-73.968916 40.785868)","POINT (-73.783817 40.712646)","0.435"
"82 St-Jackson Hts (7)","Canal St (J,N,Q,R,W,Z,6)","453","623","POINT (-73.883697 40.747659)","POINT (-74.00058 40.718701)","4.04404"
"167 St (B,D)","Franklin St (1)","218","326","POINT (-73.91844 40.833771)","POINT (-74.006886 40.719318)","0.2967"
"Zerega Av (6)","York St (F)","364","235","POINT (-73.847036 40.836488)","POINT (-73.986751 40.701397)","0.6051"
"New Utrecht Av (N)/62 St (D)","Flatbush Av-Brooklyn College (2,5)","615","359","POINT (-73.996624 40.625657)","POINT (-73.947642 40.632836)","0.9655"
"25 St (R)","W 4 St-Wash Sq (A,C,E,B,D,F,M)","31","167","POINT (-73.998091 40.660397)","POINT (-74.000495 40.732338)","1.60272"
"Spring St (6)","3 Av-149 St (2,5)","409","434","POINT (-73.997141 40.722301)","POINT (-73.917757 40.816109)","0.5771"
"63 Dr-Rego Park (M,R)","8 Av (N)","263","71","POINT (-73.861604 40.729846)","POINT (-74.011719 40.635064)","1.17275"
"Briarwood (E,F)","Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)","258","611","POINT (-73.820574 40.709179)","POINT (-73.987581 40.755746)","6.76328"
"52 St (7)","Grand Central-42 St (S,4,5,6,7)","457","610","POINT (-73.912549 40.744149)","POINT (-73.977359 40.751992)","14.98688"
"Brighton Beach (B,Q)","9 Av (D)","55","59","POINT (-73.961376 40.577621)","POINT (-73.994324 40.646292)","1.0663"
"Grand Army Plaza (2,3)","Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)","340","624","POINT (-73.971046 40.675235)","POINT (-74.009552 40.712603)","28.70542"
"50 St (D)","Hewes St (M,J)","61","100","POINT (-73.994791 40.63626)","POINT (-73.953431 40.70687)","0.31915"
"Neptune Av (F)","Crown Hts-Utica Av (3,4)","253","345","POINT (-73.974574 40.581011)","POINT (-73.932942 40.668897)","0.29165"
"34 St-Penn Station (1,2,3)","167 St (4)","318","388","POINT (-73.991057 40.750373)","POINT (-73.9214 40.835537)","1.208975"
"Fort Hamilton Pkwy (D)","Winthrop St (2,5)","60","355","POINT (-73.994304 40.640914)","POINT (-73.9502 40.656652)","1.11925"
"Prospect Av (2,5)","182-183 Sts (B,D)","432","214","POINT (-73.90177 40.819585)","POINT (-73.900741 40.856093)","0.5456"
"110 St (6)","Roosevelt Island (F)","394","222","POINT (-73.94425 40.79502)","POINT (-73.95326 40.759145)","0.2968"
"St Lawrence Av (6)","Beverley Rd (Q)","367","45","POINT (-73.867618 40.831509)","POINT (-73.964492 40.644031)","0.309"
"103 St (6)","9 Av (D)","395","59","POINT (-73.947478 40.7906)","POINT (-73.994324 40.646292)","0.318"
"72 St (Q)","Grant Av (A)","477","189","POINT (-73.958424 40.768799)","POINT (-73.86505 40.677044)","0.2925"
"Woodlawn (4)","145 St (A,C,B,D)","378","151","POINT (-73.878751 40.886037)","POINT (-73.944216 40.824783)","1.40408"
"Newkirk Av-Little Haiti (2,5)","86 St (N)","358","79","POINT (-73.948411 40.639967)","POINT (-73.97823 40.592721)","0.595"
"71 St (D)","Vernon Blvd-Jackson Av (7)","64","464","POINT (-73.998864 40.619589)","POINT (-73.953581 40.742626)","1.5077"
"52 St (7)","Jamaica Center-Parsons/Archer (E,J,Z)","457","278","POINT (-73.912549 40.744149)","POINT (-73.801109 40.702147)","2.91356"
"Flushing Av (M,J)","90 St-Elmhurst Av (7)","98","452","POINT (-73.941126 40.70026)","POINT (-73.876613 40.748408)","0.4374"
"65 St (M,R)","Rector St (R,W)","268","22","POINT (-73.898453 40.749669)","POINT (-74.013342 40.70722)","0.49376666667"
"Beach 60 St (A)","Hunters Point Av (7)","205","463","POINT (-73.788522 40.592374)","POINT (-73.948916 40.742216)","0.319"
"Sheepshead Bay (B,Q)","Ralph Av (C)","54","182","POINT (-73.954155 40.586896)","POINT (-73.920786 40.678822)","0.4405"
"Rockaway Blvd (A)","Beach 105 St (A,S)","192","202","POINT (-73.843853 40.680429)","POINT (-73.827559 40.583209)","0.86075"
"Liberty Av (C)","Prospect Park (B,Q,S)","185","42","POINT (-73.896548 40.674542)","POINT (-73.962246 40.661614)","0.720375"
"Wall St (4,5)","80 St (A)","413","190","POINT (-74.011862 40.707557)","POINT (-73.858992 40.679371)","0.3035"
"Prospect Av (R)","231 St (1)","30","295","POINT (-73.992872 40.665414)","POINT (-73.904834 40.878856)","0.2848"
"Woodhaven Blvd (M,R)","Wilson Av (L)","264","130","POINT (-73.869229 40.733106)","POINT (-73.904046 40.688764)","1.1552"
"Liberty Av (C)","34 St-Hudson Yards (7)","185","471","POINT (-73.896548 40.674542)","POINT (-74.00191 40.755882)","0.5945"
"E 180 St (2,5)","3 Av (L)","426","118","POINT (-73.873488 40.841894)","POINT (-73.986122 40.732849)","0.44975"
"183 St (4)","175 St (A)","383","147","POINT (-73.903879 40.858407)","POINT (-73.939704 40.847391)","1.2292"
"Van Cortlandt Park-242 St (1)","116 St (6)","293","393","POINT (-73.898583 40.889248)","POINT (-73.941617 40.798629)","0.596"
"Church Av (F,G)","3 Av-149 St (2,5)","243","434","POINT (-73.979678 40.644041)","POINT (-73.917757 40.816109)","0.59395"
"Chauncey St (J,Z)","14 St-Union Sq (L,N,Q,R,W,4,5,6)","93","602","POINT (-73.910456 40.682893)","POINT (-73.990416 40.735066)","2.87816"
"167 St (B,D)","52 St (7)","218","457","POINT (-73.91844 40.833771)","POINT (-73.912549 40.744149)","0.5987"
"50 St (C,E)","Myrtle-Wyckoff Avs (L,M)","162","630","POINT (-73.985984 40.762456)","POINT (-73.911986 40.699622)","1.5979"
"Utica Av (A,C)","W 8 St-NY Aquarium (F,Q)","181","57","POINT (-73.930729 40.679364)","POINT (-73.975939 40.576127)","0.61345"
"Ralph Av (C)","Jamaica Center-Parsons/Archer (E,J,Z)","182","278","POINT (-73.920786 40.678822)","POINT (-73.801109 40.702147)","3.27606"
"New Lots Av (L)","Franklin St (1)","136","326","POINT (-73.899232 40.658733)","POINT (-74.006886 40.719318)","0.3083"
"Bay Ridge Av (R)","Sutter Av-Rutland Rd (3)","36","346","POINT (-74.023377 40.634967)","POINT (-73.92261 40.664717)","0.751775"
"96 St (1,2,3)","Atlantic Av (L)","310","133","POINT (-73.972323 40.793919)","POINT (-73.903097 40.675345)","0.5964"
"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)","30 Av (N,W)","624","3","POINT (-74.009552 40.712603)","POINT (-73.921479 40.766779)","1.272"
"Halsey St (L)","Bedford Av (L)","129","120","POINT (-73.904084 40.695602)","POINT (-73.956872 40.717304)","24.45208"
"Atlantic Av-Barclays Ctr (B,D,N,Q,R,2,3,4,5)","Howard Beach-JFK Airport (A)","617","198","POINT (-73.977789 40.684162)","POINT (-73.830301 40.660476)","0.4705"
"Hoyt-Schermerhorn Sts (A,C,G)","Classon Av (G)","175","290","POINT (-73.985001 40.688484)","POINT (-73.96007 40.688873)","2.40694"
"Sheepshead Bay (B,Q)","28 St (R,W)","54","13","POINT (-73.954155 40.586896)","POINT (-73.988691 40.745494)","1.72318"
"Bedford Park Blvd (B,D)","86 St (4,5,6)","211","397","POINT (-73.887138 40.873244)","POINT (-73.955589 40.779492)","1.84096"
"Norwood Av (J,Z)","Beach 60 St (A)","88","205","POINT (-73.880039 40.68141)","POINT (-73.788522 40.592374)","0.3067"
"Lafayette Av (C)","Marcy Av (M,J,Z)","176","101","POINT (-73.973946 40.686113)","POINT (-73.957757 40.708359)","0.3027"
"63 Dr-Rego Park (M,R)","Far Rockaway-Mott Av (A)","263","209","POINT (-73.861604 40.729846)","POINT (-73.755405 40.603995)","0.318"
"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)","111 St (A)","619","194","POINT (-73.995432 40.725606)","POINT (-73.832163 40.684331)","0.2882"
"155 St (B,D)","Marcy Av (M,J,Z)","220","101","POINT (-73.938209 40.830135)","POINT (-73.957757 40.708359)","0.61125"
"Far Rockaway-Mott Av (A)","Wall St (4,5)","209","413","POINT (-73.755405 40.603995)","POINT (-74.011862 40.707557)","1.293875"
"Simpson St (2,5)","34 St-Herald Sq (B,D,F,M,N,Q,R,W)","430","607","POINT (-73.893064 40.824073)","POINT (-73.987887 40.749643)","1.36766"
"14 St-Union Sq (L,N,Q,R,W,4,5,6)","Saratoga Av (3)","602","347","POINT (-73.990416 40.735066)","POINT (-73.916327 40.661453)","1.76376"
"Clinton-Washington Avs (G)","W 8 St-NY Aquarium (F,Q)","291","57","POINT (-73.966839 40.688089)","POINT (-73.975939 40.576127)","0.276"
"Norwood-205 St (D)","Union St (R)","210","28","POINT (-73.878855 40.874811)","POINT (-73.98311 40.677316)","1.1592"
"New Lots Av (L)","Smith-9 Sts (F,G)","136","238","POINT (-73.899232 40.658733)","POINT (-73.995959 40.67358)","0.539625"
"Fort Hamilton Pkwy (D)","Wall St (4,5)","60","413","POINT (-73.994304 40.640914)","POINT (-74.011862 40.707557)","0.5385"
"34 St-Penn Station (A,C,E)","Crescent St (J,Z)","164","87","POINT (-73.993391 40.752287)","POINT (-73.873785 40.683194)","0.921"
"Marble Hill-225 St (1)","Cathedral Pkwy (110 St) (C,B)","296","155","POINT (-73.909831 40.874561)","POINT (-73.958161 40.800603)","0.7961"
"104 St (A)","55 St (D)","193","62","POINT (-73.837683 40.681711)","POINT (-73.995476 40.631435)","0.886"
"Bowling Green (4,5)","Pelham Pkwy (5)","414","445","POINT (-74.014065 40.704817)","POINT (-73.855359 40.858985)","0.745075"
"111 St (A)","Clinton-Washington Avs (C)","194","177","POINT (-73.832163 40.684331)","POINT (-73.965838 40.683263)","1.026825"
"34 St-Penn Station (A,C,E)","Astoria-Ditmars Blvd (N,W)","164","1","POINT (-73.993391 40.752287)","POINT (-73.912034 40.775036)","0.5425"
"Parkchester (6)","Kew Gardens-Union Tpke (E,F)","366","259","POINT (-73.860816 40.833226)","POINT (-73.831008 40.714441)","1.21953333333"
"4 Av (F,G)/9 St (R)","125 St (1)","608","306","POINT (-73.989041 40.670559)","POINT (-73.958372 40.815581)","0.360875"
"18 Av (N)","86 St (4,5,6)","74","397","POINT (-73.990414 40.620671)","POINT (-73.955589 40.779492)","2.07668"
"Cypress Hills (J)","Spring St (6)","86","409","POINT (-73.87255 40.689941)","POINT (-73.997141 40.722301)","0.315"
"Ozone Park-Lefferts Blvd (A)","59 St-Columbus Circle (A,B,C,D,1)","195","614","POINT (-73.825798 40.685951)","POINT (-73.981833 40.768272)","21.52026"
"Bowling Green (4,5)","3 Av-149 St (2,5)","414","434","POINT (-74.014065 40.704817)","POINT (-73.917757 40.816109)","3.63712"
"225 St (2,5)","72 St (Q)","419","477","POINT (-73.860341 40.888022)","POINT (-73.958424 40.768799)","0.42486666667"
"Lorimer St (L)/Metropolitan Av (G)","65 St (M,R)","629","268","POINT (-73.950847 40.713428)","POINT (-73.898453 40.749669)","0.48426666667"
"Hunts Point Av (6)","Spring St (C,E)","371","168","POINT (-73.890549 40.820948)","POINT (-74.003739 40.726227)","1.27975"
"W 8 St-NY Aquarium (F,Q)","Parsons Blvd (F)","57","256","POINT (-73.975939 40.576127)","POINT (-73.803326 40.707564)","0.628"
"Queensboro Plaza (7,N,W)","Newkirk Av-Little Haiti (2,5)","461","358","POINT (-73.940202 40.750582)","POINT (-73.948411 40.639967)","0.2835"
"Chambers St (1,2,3)","Prince St (R,W)","327","17","POINT (-74.009266 40.715478)","POINT (-73.997702 40.724329)","0.39426666667"
"Forest Hills-71 Av (E,F,M,R)","Fort Hamilton Pkwy (F,G)","261","242","POINT (-73.844521 40.721691)","POINT (-73.975776 40.650782)","0.2867"
"96 St (C,B)","207 St (1)","157","298","POINT (-73.964696 40.791642)","POINT (-73.918822 40.864621)","0.4411"
